text_id,speaker_id,gender,topics,conv_id,turn,text,length,age_cat,clean_text,label,trigram_pred
17954,S0228,M,"['tv shows', 'roman history', 'food', 'spartacus', 'early deaths', 'musicians', 'teas', 'mortar and pestles', 'clothes', 'souvenirs', 'herbs & spices', 'nuts', 'chickpeas', 'bread', 'china', 'malarials', 'sea lice']",SAHB,600,it's alright innit?,7,19_29,alright innit,0,0
10646,S0530,F,"['the future and old age', 'art', 'essays', 'computer games']",S7NV,268,"<vocal desc=""laugh"" /> <pause dur=""short"" /> yeah this is <unclear />",4,19_29,vocal desc laugh pause dur short yeah unclear,0,0
34511,S0084,F,"['relationships', 'tv', 'monarchy']",SK3B,1676,mm,1,19_29,mm,0,1
9908,S0058,F,"['internet', 'work', 'politics', 'weather', 'cooking', 'health', 'house prices']",S72Q,214,true yeah,2,19_29,true yeah,0,1
53089,S0428,F,"['bonfire night', 'festivals', 'fireworks', 'valencia']",STBF,203,yeah but like all their flats are free so you can stay for free or like just a little bit,20,19_29,yeah like flats free stay free like little bit,0,0
31100,S0192,M,"['study', ""tomorrow's plans"", 'cooking', 'smoking', 'selling cds', 'the internet', 'cataloguing', 'children', 'beer and cigarettes', ""master's degrees"", 'linguistics', 'visiting home', 'family', 'basque', 'jobs', 'south korea', 'grammar', 'budgets', 'pheromones']",SGN8,1047,yeah well,2,19_29,yeah well,0,1
14304,S0355,M,"['scottish referendum', 'job interview', 'colleague', 'my daughter', 'present personal situation.']",S9EP,109,unbelievable,1,50_plus,unbelievable,1,1
11674,S0679,F,"['what to have for supper and other meals', 'using passenger assistance on the railway', 'catching train at leeds station', 'using text messaging', 'experiences of receiving text notifications']",S8Q6,99,oh,1,50_plus,oh,1,0
48497,S0439,F,"['gym', 'holidays', 'nights out', 'food', 'friends', 'catch-up', 'ex-boyfriends', 'work', 'health', 'future plans']",SQRA,120,yeah you you're not committed you're not committed to anybody you can get with who you choose,19,19_29,yeah committed committed anybody get choose,0,1
46668,S0529,F,"['terrorism', 'politics', 'men', 'a small worm found in a box of raspberries', '']",SPYD,631,"did you mean that instead of Dr Who? <vocal desc=""laugh"" /> cos Dr Who has",13,19_29,mean instead dr vocal desc laugh cos dr,0,0
53100,S0208,F,"['mattresses', 'lectures', 'university topics']",STGP,43,yeah,1,19_29,yeah,0,0
20318,S0179,M,"['food', 'holidays']",SD6X,680,so we don't need to insure it,8,19_29,need insure,0,0
7153,UNKMALE,M,['bringing my daughter from abroad to live here'],S5ER,66,breakfast?,2,50_plus,breakfast,1,0
33531,S0084,F,[],SJLT,831,very busy,2,19_29,busy,0,0
32381,S0679,F,"['orchids', 'birthday cakes', 'school dinners', 'other stuff about our senior school', 'shopping in east kent', 'shopping in cambridge', 'cambridge university', 'plans for the afternoon']",SHHX,632,fairly sure you can go through it in my day,10,50_plus,fairly sure go day,1,0
37471,S0681,M,"['discussing the past day', 'wicken fen nature reserve', 'online banking', 'savings and interest', 'housing and issues', 'issues about dave’s front door and door keys', 'mapping genotypes', 'planning the next day', 'christmas cards', 'choosing and delivering a christmas present to friend', 'issues with my mobility rollator', 'changing battery in electric candle', 'christmas lists']",SLJ5,561,a ream,2,50_plus,ream,1,1
61670,S0530,F,"['dropping out of university', 'childhood', 'dirty shoes', 'name origins']",SXSM,1281,you you fool,3,19_29,fool,0,1
7236,S0015,F,['bringing my daughter from abroad to live here'],S5ER,149,"which is where <anon nameType=""m"" type=""name"" /> goes I mean <anon nameType=""m"" type=""name"" />'s at that school just by sheer accident cos we didn't think anything about schooling at that time it just happened to be where the flat was erm but the one the one you would get into would be <anon type=""place"" /> which is just up the road here",56,50_plus,anon nametype type name goes mean anon nametype type name school sheer accident cos think anything schooling time happened flat erm one one would get would anon type place road,1,1
31777,S0680,F,"['orchids', 'birthday cakes', 'school dinners', 'other stuff about our senior school', 'shopping in east kent', 'shopping in cambridge', 'cambridge university', 'plans for the afternoon']",SHHX,28,"in fact its flowers were still on when it shouldn't have had flowers <pause dur=""short"" /> erm so it may just be confused",21,50_plus,fact flowers still flowers pause dur short erm may confused,1,1
62880,S0012,M,"['looking at pictures', 'dentists', 'gardening']",SYDJ,83,"Mr <anon nameType=""m"" type=""name"" /> was lovely",4,50_plus,mr anon nametype type name lovely,1,1
40426,S0631,F,"['slimming world healthy extra options', 'free food and ‘syns’ in various foods', 'tea', 'the cooking', '0 calorie syrup', 'artificial flavour', 'making plans for ‘treat day’ saturday', 'siri', 'calendars', 'cauliflower cheese with a roast', 'weight loss', 'unreliable scales', 'exercise', 'supermarkets feeling best quorn range', 'veg box deliveries', 'saving money', 'tax', 'work', 'targets', 'spice mix', 'double peas in the freezer', 'frylight', 'mint.']",SMK7,325,yeah just <unclear /> is nice,5,19_29,yeah unclear nice,0,0
56881,S0250,M,"['films', 'the dentist', 'holidays', 'books', 'gigs', 'food', 'football', 'writing', 'accents', 'tv shows', 'music', 'citibikes']",SVFH,224,and I've also got a date on the Friday,10,19_29,also got date friday,0,0
33859,S0530,F,"['questioning what do isis stand for', 'politics', 'the paris attacks', 'university stresses', 'the mental health stigma', 'films', 'university societies', '']",SJV7,234,and then all throughout it all?,7,19_29,throughout,0,1
46185,S0486,F,"['career details as a producer for the bbc', 'natural history', 'looking at photography', 'talking about how perception is different in each individual. comparing experiences.']",SPY2,593,oh thank you for that,5,50_plus,oh thank,1,0
12749,S0530,F,"['anon and anon are talking in the kitchen', 'anon is cooking toad in the hole for herself', 'anon is helping and advising her. talk about food', 'cooking', 'anon’s date.']",S954,315,that is deep and meaningful we need to think of something even more deep and meaningful,16,19_29,deep meaningful need think something even deep meaningful,0,0
13950,S0380,M,"['computers', 'internet', 'university', 'exams', 'japan', 'tokyo', 'travel plans', 'plans for the future', 'restaurants']",S9E6,127,yeah but,2,19_29,yeah,0,0
32432,S0680,F,"['orchids', 'birthday cakes', 'school dinners', 'other stuff about our senior school', 'shopping in east kent', 'shopping in cambridge', 'cambridge university', 'plans for the afternoon']",SHHX,683,prepared yes yes,3,50_plus,prepared yes yes,1,1
67055,S0120,M,"['tv', 'languages', 'friends', 'holidays', 'offices', 'comedy']",SZXQ,249,breaks because someone has to cover for her at the desk when she,13,19_29,breaks someone cover desk,0,0
25223,S0041,F,"['friendships', 'relationships', 'clothes']",SEGU,22,what a strange way to quantify it,7,19_29,strange way quantify,0,0
55786,S0198,F,"['new apartments', 'things to buy', 'things to do', 'connecting the internet', 'food', 'rubbish collection', 'cooking', 'seasonal produce', 'smoking cigarettes', 'the nursery next door', 'banking']",SV28,1118,we share between three of us one of them that's fine,12,19_29,share three us one fine,0,0
33134,S0265,M,['travel and domestic arrangements'],SJAW,58,no there's plenty of places where it can get you get a new one they're quite cheap,19,50_plus,plenty places get get new one quite cheap,1,1
44861,S0486,F,"['control systems', 'mg cars', 'work ethics', 'getting things done.']",SPM5,289,yeah,1,50_plus,yeah,1,0
55345,S0084,F,[],SU82,4325,mm,1,19_29,mm,0,1
1948,S0671,M,"['music; bands', 'drumming', 'live and albums', 'mutual friends', 'internships', 'plans ']",S2YK,42,erm <trunc>s</trunc> the urban,3,19_29,erm trunc trunc urban,0,1
17192,S0281,M,"['food', 'china', 'laptop']",S9ZP,357,small small flats,3,50_plus,small small flats,1,1
27808,S0375,F,"['food', 'domestic chores', 'pets', 'future plans', 'work', 'finances', 'parents', 'family', 'relationships', 'past activities', 'nostalgic stories', 'health ']",SFLB,198,"yeah <pause dur=""short"" /> I just you know they bounce back in sometimes you know we put them on this <event desc=""sound of rustling"" /> so they don't want anything else you know",26,19_29,yeah pause dur short know bounce back sometimes know put event desc sound rustling want anything else know,0,0
59369,S0486,F,['cataract operation on one eye.  finding lost objects through visualization.   the build up of unwanted objects in the home.  dogs moving about at night.'],SXAN,3,right,1,50_plus,right,1,1
47248,S0650,M,"['birth of grandchild. being born abroad. what things are like in france: property', 'enterprise', 'land', 'anarchists and bureaucrats', 'french visitors to london. chichester cathedral spire collapsing. architect called porden. open day and photo exhibition. art competition. argument about bollards. local housing management: failings of new landlord. book being written by speaker no 2. british library. philip of spain and mary tudor: experience of visiting spanish archives. austrian battleship disaster. historians. ']",SQ37,290,contra something or other,4,50_plus,contra something,1,1
43448,S0282,F,"['advice about renovation projects for historic buildings', 'bidding for funds', 'workable business plans']",SNXL,855,no of course,3,50_plus,course,1,1
44846,S0535,M,"['control systems', 'mg cars', 'work ethics', 'getting things done.']",SPM5,274,I'm lucky to be here actually,7,50_plus,lucky actually,1,1
2569,S0441,F,"['food', 'weekend', 'work', 'english counties and places', 'halloween parties', 'future 5-year plans.  ']",S382,1591,no I don't <unclear>know though</unclear>,4,19_29,unclear know though unclear,0,0
48108,S0055,F,['work'],SQ55,209,saddle pad gear,3,19_29,saddle pad gear,0,0
18048,S0058,F,"['arrangements for the day', 'exercise', 'internet', 'family relationships']",SAT9,96,erm,1,19_29,erm,0,1
59535,S0486,F,['cataract operation on one eye.  finding lost objects through visualization.   the build up of unwanted objects in the home.  dogs moving about at night.'],SXAN,169,he looks in there,4,50_plus,looks,1,1
31239,S0179,M,"['traffic', 'future plans']",SH79,146,oh for a birthday present,5,19_29,oh birthday present,0,1
17756,S0448,F,"['exercise', 'phones', 'writing', 'post', 'theatre', 'work', 'tv', 'halloween', 'food', 'toilets', 'ghosts', 'exams', 'alcohol', 'future plans', 'songs', 'uni', 'manchester', 'cars', 'recruitment', 'sleeping']",SAG4,716,no and then we can just go to the thing on the Saturday and then potentially go out Saturday night if you wanted to,24,19_29,go thing saturday potentially go saturday night wanted,0,0
40883,S0426,M,"['rugby payers', 'rugby world cup', 'wales rugby', 'football partnership']",SMRU,279,almost equally as important as pleasure in your own team winning isn't it?,15,50_plus,almost equally important pleasure team winning,1,0
39340,UNKMALE,M,"['food', 'gyms', 'work', 'cars', 'friends', 'graduate jobs', 'literature', 'drugs', 'tv and film', 'gender discrimination', 'babies']",SM6B,1661,different?,2,19_29,different,0,1
27236,S0013,F,['no info'],SF6K,152,I've got my old gear and well I will have,11,50_plus,got old gear well,1,1
57079,S0253,M,"['films', 'the dentist', 'holidays', 'books', 'gigs', 'food', 'football', 'writing', 'accents', 'tv shows', 'music', 'citibikes']",SVFH,1009,when when when lyrics are knowingly mis-sung,7,19_29,lyrics knowingly mis sung,0,0
31752,S0679,F,"['orchids', 'birthday cakes', 'school dinners', 'other stuff about our senior school', 'shopping in east kent', 'shopping in cambridge', 'cambridge university', 'plans for the afternoon']",SHHX,3,"yeah yeah erm neither look in the best of health <pause dur=""short"" /> erm <pause dur=""short"" /> <trunc>ha</trunc> did one of them get a bit cold in the winter?",23,50_plus,yeah yeah erm neither look best health pause dur short erm pause dur short trunc ha trunc one get bit cold winter,1,1
4252,S0247,F,"['superstitions / good luck / bad luck / sporting rituals', 'lucky charms', 'etc.']",S3TD,137,no and and of course to prove how daft the whole thing is,13,50_plus,course prove daft whole thing,1,1
23067,S0242,M,"['scruffy clothes', 'breakfast', 'fruit farms', 'deserted medieval villages', 'roadworks', 'jam', 'coffee', 'growing herbs', 'old people', 'junk mail', 'phones', ""selling anon's old house""]",SDHU,687,"<vocal desc=""laugh"" /> yeah",1,50_plus,vocal desc laugh yeah,1,0
19962,S0179,M,[],SCXU,84,"<event desc=""sound of music"" /> I'll get over this I like a bit of variety",11,19_29,event desc sound music get like bit variety,0,0
48394,S0486,F,['successful career inventing and marketing printing systems.  working in germany at exhibitions.'],SQ63,247,so erm it was a bit of a shame really and erm you know there you go but erm and that's over now and that twenty years of that erm yes it's it's over he was there a lot longer so erm did you meet your wife at work? or,54,50_plus,erm bit shame really erm know go erm twenty years erm yes lot longer erm meet wife work,1,1
5946,S0253,M,"['housework', 'advertising', 'television', 'smoking', 'car boot sales', 'nlp', 'mobile phones', 'online shopping', 'crime', 'dieting', 'food', 'dyslexia', 'journalism', 'anon’s job', 'plans for the week']",S4YQ,387,I don't know and it took about three weeks to arrive so presumably they had to,17,19_29,know took three weeks arrive presumably,0,1
35392,S0015,F,"['buses', ""day's activities"", 'pension', 'sleep']",SKNF,508,it should come up on your phone shouldn't it?,11,50_plus,come phone,1,1
6101,S0202,F,"['sports', 'uni', 'work', 'bands']",S52C,73,oh right my mum and dad smoke it my mum smokes it for medical reasons and my dad smokes it cos he's a stoner,25,19_29,oh right mum dad smoke mum smokes medical reasons dad smokes cos stoner,0,1
42145,S0587,M,"['). napping', 'music discussions', 'other friends', 'laughing at old pictures', 'arguing…', '']",SNXG,635,I'm I'm fine thank you,7,19_29,fine thank,0,0
44529,S0179,M,"['restaurants', 'place names', 'driving', 'buses', 'houses', 'cathedrals']",SPHZ,38,but you'd think they'd have the bus which went straight there and then a bus that did some of them and then bus that did the others,29,19_29,think bus went straight bus bus others,0,0
11929,S0218,M,"['celebrities', 'porn', 'daily activities']",S8S2,136,you really want a hamster?,6,19_29,really want hamster,0,0
13198,S0192,M,"['linguistics recording', 'friends', 'pregnancy', 'reunions', 'colloquialisms', 'post', 'chores', 'money and budgets', 'salary', 'marriage', 'joint bank accounts', 'south korea', 'education', 'tv', 'shopping', 'weather', 'childbirth', 'children', 'future plans', 'living abroad', 'university', 'form filling', 'accent', 'spanish', 'cigarettes', 'cost of living', 'old jobs', '']",S97Z,1163,in Latin America it's terrible,6,19_29,latin america terrible,0,0
13599,S0013,F,['no info'],S9DE,220,"<anon nameType=""m"" type=""name"" />'s got a bad leg",6,50_plus,anon nametype type name got bad leg,1,1
2049,S0671,M,"['music; bands', 'drumming', 'live and albums', 'mutual friends', 'internships', 'plans ']",S2YK,438,yeah I think it's a big up in many in many respects,13,19_29,yeah think big many many respects,0,0
15701,S0268,M,['local politics - planning applications; arrangements to attend a forthcoming planning'],S9HC,315,"mm <pause dur=""short"" /> oh has he?",5,50_plus,mm pause dur short oh,1,1
49421,S0355,M,"['scottish referendum', 'job interview', 'colleague', 'my daughter', 'present personal situation.']",SQWW,444,I think it's it's searching for reassurance that the person who's being told the information or the story is following it and understanding it and I think I believe they're they're they're asking for,40,50_plus,think searching reassurance person told information story following understanding think believe asking,1,1
34761,S0254,F,"['museums', 'parking', 'work', 'shopping', 'weddings', 'moving house', 'christmas and presents', 'interview for a masters', 'money', 'future plans', 'pets']",SKJ6,1038,"I'm nearly done <pause dur=""short"" /> I'm just paying off my car insurance on it",14,19_29,nearly done pause dur short paying car insurance,0,0
65801,S0058,F,"['film', 'literature', 'food']",SZPS,442,Good,1,19_29,good,0,0
25490,S0041,F,"['friendships', 'relationships', 'clothes']",SEGU,1099,oh yeah of course,4,19_29,oh yeah course,0,0
57200,S0179,M,"['dancing lessons', 'holidays', 'old english', 'university work', 'tv shows', 'ageism', 'celebrities', 'friends', 'charities', 'the route for the journey', 'football', 'medicine', 'cars', 'lovefilm', 'metric and imperial', 'song lyrics.']",SVH7,226,well no you'd have to be driving like a tit,11,19_29,well driving like tit,0,0
49442,S0281,M,"['scottish referendum', 'job interview', 'colleague', 'my daughter', 'present personal situation.']",SQWW,465,"active listening is when you're involved and you you do some <pause dur=""short"" /> <trunc>u</trunc>utter some kind of",16,50_plus,active listening involved pause dur short trunc u trunc utter kind,1,0
15402,S0269,M,['local politics - planning applications; arrangements to attend a forthcoming planning'],S9HC,16,"<vocal desc=""laugh"" /> but oh I don't I'm getting a bit old for all these fights <vocal desc=""laugh"" /> <pause dur=""long"" />",15,50_plus,vocal desc laugh oh getting bit old fights vocal desc laugh pause dur long,1,1
12763,S0530,F,"['anon and anon are talking in the kitchen', 'anon is cooking toad in the hole for herself', 'anon is helping and advising her. talk about food', 'cooking', 'anon’s date.']",S954,368,I mean <trunc>y</trunc>,2,19_29,mean trunc trunc,0,1
11231,S0208,F,"['sport', 'uni', 'work', 'bands']",S7S2,41,but I don't know might have been him trying to freak me out,14,19_29,know might trying freak,0,1
39639,S0012,M,['no info'],SMF3,277,"what about <anon nameType=""m"" type=""name"" />?",4,50_plus,anon nametype type name,1,1
27253,S0012,M,['no info'],SF6K,169,and if that weren't first that just <trunc>c</trunc> well you see what it's done to the door,18,50_plus,first trunc c trunc well see done door,1,1
24141,S0336,F,"['league of legends', 'work', 'training', '']",SE6F,382,"<vocal desc=""laugh"" /> <pause dur=""short"" /> that's he looks like one of them not a sphinx but Egyptian thingies",14,19_29,vocal desc laugh pause dur short looks like one sphinx egyptian thingies,0,0
19491,S0529,F,"['the future and old age', 'art', 'essays', 'computer games']",SCS9,740,yeah,1,19_29,yeah,0,0
27024,S0451,F,"['food', 'work-outs', 'weight lifting', 'running', 'general fitness', 'relationships', 'things around us', 'financial woes', 'holidays', 'family.']",SEZ2,776,yeah,1,19_29,yeah,0,0
56635,S0439,F,"['food', 'habits', 'friends', 'relationships', 'work', 'future planning. ']",SV4W,880,there was they let in too many people,8,19_29,let many people,0,0
6229,S0426,M,['home decorating; academic research project funding; coffee; italy; water companies; hadron collider'],S55B,73,yes it is,3,50_plus,yes,1,1
14023,S0380,M,"['computers', 'internet', 'university', 'exams', 'japan', 'tokyo', 'travel plans', 'plans for the future', 'restaurants']",S9E6,409,"I would actually do that if I could I don't know <pause dur=""long"" /> I don't know why like everyone needs to have like amazing technical skills to do like fine art though but yeah",34,19_29,would actually could know pause dur long know like everyone needs like amazing technical skills like fine art though yeah,0,0
9292,S0041,F,"['men', 'health', 'food ']",S6J2,910,"and he said oh we'll just have to make sure that we do <pause dur=""short"" /> and I thought ah",18,19_29,said oh make sure pause dur short thought ah,0,0
16268,S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,231,erm,1,50_plus,erm,1,1
34611,S0254,F,"['museums', 'parking', 'work', 'shopping', 'weddings', 'moving house', 'christmas and presents', 'interview for a masters', 'money', 'future plans', 'pets']",SKJ6,310,"<vocal desc=""laugh"" />",0,19_29,vocal desc laugh,0,0
51000,S0274,M,"['museums', 'parking', 'work', 'shopping', 'weddings', 'moving house', 'christmas and presents', 'interview for a masters', 'money', 'future plans', 'pets']",SRFV,921,I think <trunc>some</trunc> that's it isn't it I think sometimes as we're only human you're overthinking every paragraph going how are they gonna perceive that? are they gonna think he hasn't took when,40,19_29,think trunc trunc think sometimes human overthinking every paragraph going gonna perceive gonna think took,0,1
27100,S0013,F,['no info'],SF6K,16,<unclear /> mm,2,50_plus,unclear mm,1,1
3947,S0428,F,"['holidays', 'jobs', 'family', 'visiting countries']",S3RL,84,"so yeah <pause dur=""short"" /> and it starts on the ninth of November so hopefully my brother will be back quite soon",19,19_29,yeah pause dur short starts ninth november hopefully brother back quite soon,0,0
18078,S0179,M,"['arrangements for the day', 'exercise', 'internet', 'family relationships']",SAT9,191,I mean there's the hand bike thing,8,19_29,mean hand bike thing,0,0
4181,S0248,M,"['superstitions / good luck / bad luck / sporting rituals', 'lucky charms', 'etc.']",S3TD,66,"<unclear /> <pause dur=""short"" /> they probably",3,50_plus,unclear pause dur short probably,1,0
12152,S0679,F,"['the great british sewing bee bbc tv programme', 'mum’s sewing', 'clothes mum made for sue in the 60s and 70s', '60s haircuts', 'car parking in central london']",S8SH,189,I always think of that being a a sort of a a kind of peachy orange actually,17,50_plus,always think sort kind peachy orange actually,1,1
64262,S0282,F,['having and being treated for cancer. knowledge and terminology. attitudes of younger women to sex. talking to and being examined by doctors. symptoms. screening and testing. personal experiences. types of cancer. assisted fertility treatments. process of investigation at hospital. being given the news. men’s experience. being a woman after surgery. marital relations afterwards. 1970s feminist messages. need for radical surgery.'],SYX3,564,oh right,2,50_plus,oh right,1,1
63819,S0282,F,['having and being treated for cancer. knowledge and terminology. attitudes of younger women to sex. talking to and being examined by doctors. symptoms. screening and testing. personal experiences. types of cancer. assisted fertility treatments. process of investigation at hospital. being given the news. men’s experience. being a woman after surgery. marital relations afterwards. 1970s feminist messages. need for radical surgery.'],SYX3,121,yeah,1,50_plus,yeah,1,0
33001,S0228,M,"['excellent tv programmes', 'horrible documentaries', 'animal harm', 'organic farming', 'politics', 'books', 'instruments', 'food', 'recording', 'jobs', 'travelling', 'spice', 'friends', 'you tube videos', 'brighton & hove ']",SJ88,565,yeah,1,19_29,yeah,0,0
14924,S0281,M,"['scottish referendum', 'job interview', 'colleague', 'my daughter', 'present personal situation.']",S9EP,729,yeah yeah and that er they but they thought it was such a <trunc>gr</trunc> an innovative concept and great potential although musically speaking I mean Branson's favourite song apparently was er I'm a Batchelor Boy by Cliff Richards you know? so that,44,50_plus,yeah yeah er thought trunc gr trunc innovative concept great potential although musically speaking mean branson favourite song apparently er batchelor boy cliff richards know,1,1
31141,S0198,F,"['study', ""tomorrow's plans"", 'cooking', 'smoking', 'selling cds', 'the internet', 'cataloguing', 'children', 'beer and cigarettes', ""master's degrees"", 'linguistics', 'visiting home', 'family', 'basque', 'jobs', 'south korea', 'grammar', 'budgets', 'pheromones']",SGN8,1198,"<vocal desc=""laugh"" /> deleted",1,19_29,vocal desc laugh deleted,0,0
34479,S0084,F,"['relationships', 'tv', 'monarchy']",SK3B,1552,"mm <pause dur=""short"" /> I know <pause dur=""short"" /> I should have a shower now but I probably just have one in the morning instead",19,19_29,mm pause dur short know pause dur short shower probably one morning instead,0,0
54889,S0084,F,[],SU82,2383,"squeaky McSqueakerson <pause dur=""short"" /> oh",3,19_29,squeaky mcsqueakerson pause dur short oh,0,0
38220,S0523,M,"['visit to china', 'people canoeing on the river exe', 'politics in china', 'and population concerns in england', 'losing our national identity.']",SLMB,477,"very good group very very good group <pause dur=""short"" /> see you can see the sort of pagodas pictures took some pictures of <trunc>chai</trunc> er some <pause dur=""short"" /> er is that our? <pause dur=""short"" /> oh yes we erm on on the second day we had a bit of free time so <pause dur=""short"" /> we wandered down <pause dur=""short"" /> myself and <anon nameType=""f"" type=""name"" /> wondered down to the local shop",56,50_plus,good group good group pause dur short see see sort pagodas pictures took pictures trunc chai trunc er pause dur short er pause dur short oh yes erm second day bit free time pause dur short wandered pause dur short anon nametype f type name wondered local shop,1,1
16433,S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,396,mm,1,50_plus,mm,1,1
27471,S0012,M,['no info'],SF6K,387,yeah I think it's twenty-five,6,50_plus,yeah think twenty five,1,0
12774,S0530,F,"['anon and anon are talking in the kitchen', 'anon is cooking toad in the hole for herself', 'anon is helping and advising her. talk about food', 'cooking', 'anon’s date.']",S954,427,"yeah <pause dur=""short"" /> maybe it is then",5,19_29,yeah pause dur short maybe,0,0
6004,S0253,M,"['housework', 'advertising', 'television', 'smoking', 'car boot sales', 'nlp', 'mobile phones', 'online shopping', 'crime', 'dieting', 'food', 'dyslexia', 'journalism', 'anon’s job', 'plans for the week']",S4YQ,607,yeah like that was the thing it was basically with writing it was honestly sometimes it was Ds backwards and things like that and erm but that's I mean that's really not my place to say to them,40,19_29,yeah like thing basically writing honestly sometimes ds backwards things like erm mean really place say,0,0
65979,S0439,F,"['food', 'holidays', 'memories', 'catching-up', 'work', 'home-life', 'parents', 'family', 'friends', 'future plans.  ']",SZQX,420,yeah yeah you went to Dublin didn't you?,10,19_29,yeah yeah went dublin,0,1
46818,S0530,F,"['terrorism', 'politics', 'men', 'a small worm found in a box of raspberries', '']",SPYD,1218,oh oh <trunc>cra</trunc> oh no,4,19_29,oh oh trunc cra trunc oh,0,0
17110,S0281,M,"['food', 'china', 'laptop']",S9ZP,275,well it's very selfish,5,50_plus,well selfish,1,1
2238,S0439,F,"['food', 'weekend', 'work', 'english counties and places', 'halloween parties', 'future 5-year plans.  ']",S382,174,"so <pause dur=""short"" /> she's like do you wanna come? I'm like <trunc>n</trunc> yeah why not?",17,19_29,pause dur short like wanna come like trunc n trunc yeah,0,0
63296,S0013,F,"['looking at pictures', 'dentists', 'gardening']",SYDJ,499,I you had a shave have you?,8,50_plus,shave,1,1
2330,S0439,F,"['food', 'weekend', 'work', 'english counties and places', 'halloween parties', 'future 5-year plans.  ']",S382,598,yeah,1,19_29,yeah,0,0
65705,S0179,M,"['film', 'literature', 'food']",SZPS,59,far too <unclear />,3,19_29,far unclear,0,0
50153,S0389,F,"['birdsong identification', 'alarm clocks', 'feeding birds', 'the dentist', 'nosebleeds', 'feeding birds', 'gardening', 'elderly women', 'throat cancer', 'mutual friends']",SRBZ,384,so I mean I had,5,50_plus,mean,1,1
19636,S0529,F,"['the future and old age', 'art', 'essays', 'computer games']",SCS9,1313,cos I would quite like to go a year abroad but then you don't do much work and you have to do another year usually and it's,29,19_29,cos would quite like go year abroad much work another year usually,0,0
16581,S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,544,"that's right that's right and and er yes yes yes there was a <pause dur=""short"" /> yes so she was she was a good good good good person <pause dur=""short"" /> and",28,50_plus,right right er yes yes yes pause dur short yes good good good good person pause dur short,1,1
3793,S0254,F,"['packing for a holiday', 'clothes', 'energy bills', 'eating', 'muse', 'football', 'e-cigarettes', 'plans for a weekend', 'holiday money', 'taxis', 'a friend’s stag party', 'airports', 'reading', 'a friend visiting germany', 'plans for christmas', 'the scottish referendum for independence', 'royal family', 'increasing cost rail travel', 'a friend’s cat']",S3DA,592,all I eat laughs,4,19_29,eat laughs,0,0
647,S0336,F,"['friends', 'family', 'work', 'holidays', 'festivals', 'houses']",S2C9,981,"yeah I've got some <unclear /> well we've got a few of them already <pause dur=""short"" /> and like some refreshers and stuff <pause dur=""short"" /> but it's a good box",27,19_29,yeah got unclear well got already pause dur short like refreshers stuff pause dur short good box,0,0
61077,S0585,F,[],SXK4,995,yeah you told me to do you told me to do,11,19_29,yeah told told,0,1
24949,S0632,F,"['honeymoon', 'usa', 'iceland', 'boston', 'portland maine', 'family', 'california road trip', 'san francisco', 'la', 'camping', 'hotels', 'motels', 'national parks', 'desert', 'outsider art', 'food.']",SEGJ,1519,and that and I was like wow he's like a stock character and he's real,17,19_29,like wow like stock character real,0,0
61064,S0585,F,[],SXK4,923,yeah and at least at least those at least three years of your life and nine months and you're in <trunc>pret</trunc>pretty uncomfortable pretty uncomfortable state,26,19_29,yeah least least least three years life nine months trunc pret trunc pretty uncomfortable pretty uncomfortable state,0,0
16157,S0284,M,"['a play and an actor', ""a 'who do you think you are' story"", 'family histories', ""women's careers"", 'previous generations', 'language use', 'young people', 'organising a dance', 'singing and composers', 'going to college']",S9X9,120,"because <pause dur=""short"" /> not that they always <pause dur=""short"" /> pretended that erm she was <unclear /> as she was",14,50_plus,pause dur short always pause dur short pretended erm unclear,1,0
30604,S0202,F,"['friendships', 'relationships', 'making plans']",SGHZ,236,it might be because I'm older,7,19_29,might older,0,0
19869,S0529,F,"['instructing how to use the finger detector instead of number code on iphone', 'dislike of sundays', 'funny pictures on the internet', 'online shopping']",SCVK,783,and send that to them,5,19_29,send,0,1
66691,S0486,F,"['swedish massage', 'hospice', 'nursery education', 'wife', 'female equality', 'terminology', 'the me event next year and the involvement of women.']",SZT4,93,was in the suffragette film and that was very interesting,10,50_plus,suffragette film interesting,1,1
14770,S0281,M,"['scottish referendum', 'job interview', 'colleague', 'my daughter', 'present personal situation.']",S9EP,575,but not for much longer because I think we need to watch some some TV or something something interesting if anything is on that's interesting,26,50_plus,much longer think need watch tv something something interesting anything interesting,1,0
52439,S0679,F,"['local authority trees outside anon’s house', 'leeds triathlon and disruption on 12 june', 'about selling things to a shop in harehills', 'leeds', 'other shops in leeds', 'bicycle', 'bags for life carrier bags local authority recycling and bin issues']",SRWD,524,"no there's a few areas that are fine although in <anon type=""place"" /> you might get a bit <unclear>bogged down</unclear>",17,50_plus,areas fine although anon type place might get bit unclear bogged unclear,1,1
