speaker_id,conv_id,turn,text,length,label
S0362,S2C9,1336,yeah there you go,4,19_29
S0336,S2C9,1337,pictures of myself plastered everywhere,5,19_29
S0362,S2C9,1338,there you go,3,19_29
S0336,S2C9,1339,"but like that is <anon nameType=""f"" type=""name"" /> like not in a mean way but",12,19_29
S0362,S2C9,1340,I like it,3,19_29
S0336,S2C9,1341,"it's so <anon nameType=""f"" type=""name"" />",4,19_29
S0362,S2C9,1342,I I like it,4,19_29
S0336,S2C9,1343,do you? like having photos everywhere?,8,19_29
S0336,S2C9,1344,yeah yeah well not like I like the fact that they've got <trunc>ph</trunc> like in the bathroom,17,19_29
S0336,S2C9,1345,yeah,1,19_29
S0362,S2C9,1346,"cos it's just <pause dur=""short"" /> er I it just cements er friends",11,19_29
S0336,S2C9,1347,"see I have no problem with photos I think I don't like the fact that the photos are all of them <pause dur=""short"" /> I know that sounds really weird but like I'd have photos of friends and family and I'd have like pretty photos but I don't think they'd necessarily all be of me and <anon nameType=""m"" type=""name"" /> like <pause dur=""short"" /> but do a check the next time you go round like",71,19_29
S0362,S2C9,1348,there is a lot,4,19_29
S0336,S2C9,1349,"they're all they're all of them all of them <pause dur=""short"" /> like they're in every single photo <pause dur=""long"" />",18,19_29
S0362,S2C9,1350,yeah I,2,19_29
S0336,S2C9,1351,but,1,19_29
S0362,S2C9,1352,I don't think that's a problem that,9,19_29
S0336,S2C9,1353,it it's a personal thing though isn't it?,11,19_29
S0362,S2C9,1354,er because they're not,5,19_29
S0336,S2C9,1355,I <unclear />,2,19_29
S0362,S2C9,1356,they're they're not just photos of them at the house,12,19_29
S0336,S2C9,1357,yeah,1,19_29
S0362,S2C9,1358,they're actually doing things aren't they? but that's the person's taste isn't it?,20,19_29
S0336,S2C9,1359,yeah,1,19_29
S0362,S2C9,1360,cos they look at it and go oh that was a good holiday,13,19_29
S0336,S2C9,1361,yeah,1,19_29
S0362,S2C9,1362,or whatever,2,19_29
S0336,S2C9,1363,I want,2,19_29
S0362,S2C9,1364,that was a good day,5,19_29
S0336,S2C9,1365,"me and <anon nameType=""m"" type=""name"" /> just aren't like that at all",10,19_29
S0362,S2C9,1366,"no <pause dur=""short"" /> what I I dunno I think I'm probably in the mix in in the middle <pause dur=""short"" /> I'd have some but I wouldn't have as many as she's got",34,19_29
S0336,S2C9,1367,but she's always loved photos like even,8,19_29
S0362,S2C9,1368,oh massively,2,19_29
S0336,S2C9,1369,like even when she was at uni and stuff she always had loads of photos,15,19_29
S0362,S2C9,1370,"yeah I <vocal desc=""laugh"" />",2,19_29
S0336,S2C9,1371,it's not it's not by no means a bad thing,12,19_29
S0362,S2C9,1372,no this this is this is <unclear />,7,19_29
S0336,S2C9,1373,but yeah,2,19_29
S0362,S2C9,1374,"I see what you're saying though <pause dur=""short"" /> I can appreciate it <pause dur=""short"" /> but I can also <trunc>al</trunc> also appreciate hers as well",20,19_29
S0336,S2C9,1375,yeah,1,19_29
S0362,S2C9,1376,because you do go round and look at it and go oh shit that was good,16,19_29
S0336,S2C9,1377,yeah,1,19_29
S0362,S2C9,1378,"do you remember that? and you see <trunc>peo</trunc> oh <pause dur=""short"" /> our friends <vocal desc=""laugh"" /> I dunno",15,19_29
S0336,S2C9,1379,"I was thinking about this the other day though like I don't I don't remember the last time me and <anon nameType=""f"" type=""name"" /> had a picture taken together or like <pause dur=""short"" /> we haven't had like a lot of times together recently at all like <pause dur=""short"" /> cos she doesn't come out that often with the girls and stuff and then like <pause dur=""short"" /> she doesn't really invite us out or anything with her it's just so I haven't really done a lot with her recently I think she keeps saying to me that she wants to change this year and like we're gonna spend more time together and all this kind of stuff so we'll see <pause dur=""short"" /> we'll see what happens",124,19_29
S0362,S2C9,1380,you can only see can't you?,8,19_29
S0336,S2C9,1381,yeah,1,19_29
S0362,S2C9,1382,"and if it doesn't <pause dur=""short"" /> that's not gonna affect your friendship",13,19_29
S0336,S2C9,1383,no,1,19_29
S0362,S2C9,1384,it's just like that's the friendship the way this friendship's gonna be then,17,19_29
S0336,S2C9,1385,exactly,1,19_29
S0362,S2C9,1386,well and you ain't gonna judge about it,10,19_29
S0336,S2C9,1387,no and the thing is,5,19_29
S0362,S2C9,1388,you're over-judging,3,19_29
S0336,S2C9,1389,"you know what it is? you know what it's like with <anon nameType=""f"" type=""name"" /> like I could I could not see her for months and then when I do see her like <pause dur=""short"" /> it doesn't feel like it's been months",41,19_29
S0362,S2C9,1390,no,1,19_29
S0336,S2C9,1391,"so <pause dur=""short"" /> it's not a problem",6,19_29
S0362,S2C9,1392,no it's not and that that's what friendship,10,19_29
S0336,S2C9,1393,yeah,1,19_29
S0362,S2C9,1394,if that's what you both want out of it then you know great,14,19_29
S0336,S2C9,1395,yeah I suppose so,4,19_29
S0362,S2C9,1396,"yeah <vocal desc=""laugh"" /> cracks me up it's strange <pause dur=""short"" /> she's the last person I ever thought would <pause dur=""short"" /> be doing what she's doing",22,19_29
S0336,S2C9,1397,"but then it also makes sense in as much as like she's one of the homeliest people I know <pause dur=""short"" /> like she loves <pause dur=""short"" /> she loves being a housewife like she loves cleaning she loves cooking and she loves <pause dur=""short"" /> she loves all of that sort of stuff like house making doesn't she like?",54,19_29
S0362,S2C9,1398,yeah people walk into her house,6,19_29
S0336,S2C9,1399,yeah,1,19_29
S0362,S2C9,1400,"did you know that did you know that erm one of <anon nameType=""m"" type=""name"" />'s friends is buying the house next door?",21,19_29
S0336,S2C9,1401,oh I did hear that,5,19_29
S0362,S2C9,1402,"<vocal desc=""misc"" />",0,19_29
S0336,S2C9,1403,"that's my idea of a nightmare like I was saying to her and <anon nameType=""m"" type=""name"" /> I said I love you guys but like I wouldn't wanna live next door to you like <pause dur=""short"" /> I think I'd I'd start to really resent living next to you because it's that awkward moment of like <pause dur=""short"" /> you know if you're just sat there of a Saturday evening and you know they're er are you'd noticed that they're in or whatever like isn't that awkward to not like knock on their door and be like oh",100,19_29
S0362,S2C9,1404,too much,2,19_29
S0336,S2C9,1405,"too much do you want a drink? or like I I dunno it's just awkward or like you know like imagine if I had friends over in the back garden in the summer and like she's just popping her head over <pause dur=""short"" /> alright <anon nameType=""f"" type=""name"" /> oh yeah sorry I didn't invite you",56,19_29
S0362,S2C9,1406,"<vocal desc=""laugh"" /> what I said",3,19_29
S0336,S2C9,1407,it's awkward,3,19_29
S0362,S2C9,1408,I said like like so tonight right? I've popped in to see you,15,19_29
S0336,S2C9,1409,yeah,1,19_29
S0362,S2C9,1410,"<vocal desc=""laugh"" /> imagine if you lived next <trunc>d</trunc> she'd be like <pause dur=""short"" /> well she would I know she",15,19_29
S0336,S2C9,1411,yeah,1,19_29
S0362,S2C9,1412,you <trunc>kn</trunc> she out of everybody,5,19_29
S0336,S2C9,1413,yeah,1,19_29
S0362,S2C9,1414,like we we I don't think we would,9,19_29
S0336,S2C9,1415,no,1,19_29
S0362,S2C9,1416,she'd be fuming,4,19_29
S0336,S2C9,1417,yeah,1,19_29
S0362,S2C9,1418,"<vocal desc=""laugh"" /> so imagine like she saw my car parked outside your house she'd be going <pause dur=""short"" /> oh so <pause dur=""short"" /> <anon nameType=""m"" type=""name"" />'s round <anon nameType=""f"" type=""name"" />'s <vocal desc=""laugh"" />",22,19_29
S0336,S2C9,1419,yeah,1,19_29
S0362,S2C9,1420,cheers for the invite,4,19_29
S0336,S2C9,1421,yeah,1,19_29
S0362,S2C9,1422,right well,2,19_29
S0336,S2C9,1423,"<vocal desc=""laugh"" />",0,19_29
S0362,S2C9,1424,"yeah I haven't seen <anon nameType=""f"" type=""name"" /> because <vocal desc=""laugh"" /> sometimes when we're get together as a three we don't actually get to like chat",24,19_29
S0336,S2C9,1425,no,1,19_29
S0362,S2C9,1426,we just end up like chatting about group things,9,19_29
S0336,S2C9,1427,exactly and general chit-chat,4,19_29
S0362,S2C9,1428,yeah do you <trunc>wh</trunc> but so sometimes it's nice she's like yeah I see what you're saying,19,19_29
S0336,S2C9,1429,I also think,3,19_29
S0362,S2C9,1430,"but they never it was like I mean like I'd think well that's a bit weird that <anon nameType=""f"" type=""name"" />'s next door and we should probably invite her <vocal desc=""laugh"" />",29,19_29
S0336,S2C9,1431,I know,2,19_29
S0362,S2C9,1432,"<vocal desc=""laugh"" />",0,19_29
S0336,S2C9,1433,you and it's it would be like that all the time and I think think this couple have a kid as well and I'm just thinking,28,19_29
S0362,S2C9,1434,yeah they do,3,19_29
S0336,S2C9,1435,I'm just thinking you guys are gonna be like,11,19_29
S0362,S2C9,1436,babysitting,1,19_29
S0336,S2C9,1437,"on tap babysitters yeah <pause dur=""short"" /> if they know you're in they're gonna be like oh do you mind just like",22,19_29
S0362,S2C9,1438,sitting in,2,19_29
S0336,S2C9,1439,"like er yeah can you just sit in with her for an hour we just need to pop and do this it's like <pause dur=""short"" /> I dunno I just couldn't think of anything worse and also like <pause dur=""short"" /> sometimes you want to be really unsociable like a lot of the time I come from the work and all I wanna do",63,19_29
S0362,S2C9,1440,don't wanna talk,5,19_29
S0336,S2C9,1441,no all I wanna do is eat my food do whatever I wanted to do for that evening and like it would I'd be almost pissed off if someone was like knocking on the door every so often going hi like completely uninvited cos you're not you're not gonna text someone and be like oh do you wanna hang out one night this week? what night's good for you? Thursday? when they're right next door to you like that's just a bit weird you're not gonna plan anything are you?,105,19_29
S0362,S2C9,1442,no,1,19_29
S0336,S2C9,1443,cos then they're that's the opposite then like,10,19_29
S0362,S2C9,1444,"<vocal desc=""laugh"" />",0,19_29
S0336,S2C9,1445,you might end up not seeing each other at all because like it seems really weird to like have to like make plans,23,19_29
S0362,S2C9,1446,"<vocal desc=""laugh"" />",0,19_29
S0336,S2C9,1447,with someone who lives next door to you,8,19_29
S0362,S2C9,1448,with your neighbour your best mate,6,19_29
S0336,S2C9,1449,yeah,1,19_29
S0362,S2C9,1450,"<vocal desc=""laugh"" /> it would be shit",4,19_29
S0336,S2C9,1451,"I don't like it and like there'd be like constant competition could you imagine like if you lived right next door to someone like you'd be constantly trying to outdo each other you'd be looking at their front garden going like mm <pause dur=""short"" /> they've let their weeds grow through look at that and then like they'd be out in the garden and you're like oh their lawn looks nicer than ours or like there would just be like stupid things oh they've got a new car mm you'd just get like &#252;ber competitive",101,19_29
S0362,S2C9,1452,new car's like yours,5,19_29
S0336,S2C9,1453,yeah,1,19_29
S0362,S2C9,1454,I did know,3,19_29
S0336,S2C9,1455,you did know?,4,19_29
S0362,S2C9,1456,"I did know yeah I <anon nameType=""f"" type=""name"" /> told me that you'd got it",13,19_29
S0336,S2C9,1457,yeah well,2,19_29
S0362,S2C9,1458,how is it how is it treating you?,9,19_29
S0336,S2C9,1459,it's really really nice it was obviously bought to help with the commute and then I commuted with it for about two weeks before I handed my notice in but,31,19_29
S0362,S2C9,1460,but you needed a new one,6,19_29
S0336,S2C9,1461,"I needed I needed a new car <pause dur=""short"" /> erm",8,19_29
S0362,S2C9,1462,did you get much for yours?,7,19_29
S0336,S2C9,1463,I got nine hundred pounds don't know how,9,19_29
S0362,S2C9,1464,"<vocal desc=""misc"" /> fucking hell",2,19_29
S0336,S2C9,1465,I don't know how I mean,7,19_29
S0362,S2C9,1466,when you buy a new car,6,19_29
S0336,S2C9,1467,I <trunc>ba</trunc> I basically conned them into giving me that much money and,12,19_29
S0362,S2C9,1468,and for yours you paid?,6,19_29
S0336,S2C9,1469,"erm <pause dur=""short"" /> it was five <pause dur=""short"" /> it was five five so I paid like four <pause dur=""short"" /> four six or",16,19_29
S0362,S2C9,1470,yeah?,2,19_29
S0336,S2C9,1471,whatever the difference was,4,19_29
S0362,S2C9,1472,is it brand new?,5,19_29
S0336,S2C9,1473,no it's erm two thousand and eleven,8,19_29
S0362,S2C9,1474,okay,1,19_29
S0336,S2C9,1475,so it's not ancient,5,19_29
S0362,S2C9,1476,"is it the is it the model before <anon nameType=""f"" type=""name"" />'s?",11,19_29
S0336,S2C9,1477,"it's the model after <anon nameType=""f"" type=""name"" />'s mine's newer than <anon nameType=""f"" type=""name"" />'s",13,19_29
S0362,S2C9,1478,yours is the newest?,5,19_29
S0336,S2C9,1479,yeah,1,19_29
S0362,S2C9,1480,oh it seems smaller,4,19_29
S0336,S2C9,1481,yeah erm mine's three door which is my why mine feels smaller,13,19_29
S0362,S2C9,1482,"is <anon nameType=""f"" type=""name"" />'s five?",5,19_29
S0336,S2C9,1483,"yeah <pause dur=""short"" /> but mine's bigger at the front <pause dur=""short"" /> so I've got a bigger bonnet",15,19_29
S0362,S2C9,1484,oh yeah,2,19_29
S0336,S2C9,1485,a bigger body yeah,4,19_29
S0362,S2C9,1486,oh I should have looked I dunno I just er yours looks more like the older version than,20,19_29
S0336,S2C9,1487,yeah,1,19_29
S0362,S2C9,1488,"than <anon nameType=""f"" type=""name"" />'s does",4,19_29
S0336,S2C9,1489,"I I think <pause dur=""short"" /> I was thinking that the other day I saw one in the car park that was like an O six plate I think and I was like oh mine doesn't look like dissimilar to that yeah mine's I think mine's like the eco version",50,19_29
S0362,S2C9,1490,oh is it?,4,19_29
S0336,S2C9,1491,so it's one point five she doesn't even know what hers is she thinks it's a one point four I don't know really erm but yeah they're not dissimilar but <trunc>sh</trunc> mine's mine's newer I think probably hers has a lot of mileage,49,19_29
S0362,S2C9,1492,yeah good though?,4,19_29
S0336,S2C9,1493,yeah but yeah I got I got an absolute bargain like you know like obviously I had to get insurance on it and you know they ask you like the value of the car so like when you insure it? and so you we told him the make we told the guy on the phone like the make and model of the car and age and mileage and all that kind of stuff he was like right well we've got this valued as like five eight so what did you pay for it? and I was like five five so I already knew I'd got a bit of a good deal I'd looked at all the other cars on the market there was nothing else on the market that was as <trunc>ch</trunc>,136,19_29
S0362,S2C9,1494,so you paid five five and then obviously take the,10,19_29
S0336,S2C9,1495,"nine hundred quid off erm my car was not worth nine hundred they offered me six fifty to start with <pause dur=""short"" /> which was which was",24,19_29
S0362,S2C9,1496,alright,1,19_29
S0336,S2C9,1497,already generous,2,19_29
S0362,S2C9,1498,"<vocal desc=""laugh"" />",0,19_29
S0336,S2C9,1499,"the car was actually worth about five hundred at a push erm so they offered me six fifty and I said look like cards on the table like this is how much cash I've got so <pause dur=""short"" /> the closer you can get to that figure the better so we went away and oh we'll have to go and speak to my manager <pause dur=""short"" /> and he came back and was just like you have got yourself one hell of a deal here like I can give you nine hundred pounds for your car and I'm like okay <vocal desc=""laugh"" /> he's like is that a deal? I'm like yeah <vocal desc=""laugh"" />",109,19_29
S0362,S2C9,1500,"<vocal desc=""laugh"" />",0,19_29
S0336,S2C9,1501,yeah that's a deal,5,19_29
S0362,S2C9,1502,"<vocal desc=""laugh"" />",0,19_29
S0336,S2C9,1503,I already knew that the car was cheap and now you wanna give me a thousand pound for my car? yes okay,24,19_29
S0362,S2C9,1504,deal,1,19_29
S0336,S2C9,1505,I'll sign,3,19_29
S0362,S2C9,1506,"yeah <vocal desc=""laugh"" /> pen",2,19_29
S0336,S2C9,1507,"yeah so like <anon nameType=""m"" type=""name"" /> knew I'd want to look at the car and he came back and I he could see that I'd bought a car and he was like oh god she okay",36,19_29
S0362,S2C9,1508,"<vocal desc=""laugh"" />",0,19_29
S0336,S2C9,1509,how much was it? and I was like well what would you like to know? he was like how much how much did you pay? if you paid five and your car I'll be happy right I paid four six and my car and he was like no you didn't I'm like yes I fucking did yes I did he couldn't believe it so I I felt really proud,76,19_29
S0362,S2C9,1510,where did you go to?,6,19_29
S0336,S2C9,1511,"er a place called <anon type=""place"" /> in <anon type=""place"" /> which",8,19_29
S0362,S2C9,1512,"why didn't <anon nameType=""m"" type=""name"" /> go with you or was he busy?",12,19_29
S0336,S2C9,1513,erm I took the day off so it was when I went,12,19_29
S0362,S2C9,1514,that's risky going on your own as well,9,19_29
S0336,S2C9,1515,it was when I went for,6,19_29
S0362,S2C9,1516,"good work <anon nameType=""f"" type=""name"" />",3,19_29
S0336,S2C9,1517,"I know I went for my interview erm for my new job in and then I went drove straight on after that and I knew it was a big like huge like car warehousy type thing so it wasn't gonna be like a dodgy like <pause dur=""short"" /> second-hand place with like dodgy <unclear /> it was gonna be like a",60,19_29
S0362,S2C9,1518,mm,1,19_29
S0336,S2C9,1519,"big jobby erm and er like I said I'd already done loads of research so I knew that their their prices for like pretty much every model they were like the cheapest by like quite a long way like they were all really really cheap cars erm <pause dur=""short"" /> so I went and I like I said just I I actually test drove two cos I like <pause dur=""short"" /> I had my heart set on getting a Fiesta I really wanted a Fiesta like a new shaped Fiesta",85,19_29
S0362,S2C9,1520,"I know <anon nameType=""f"" type=""name"" />'s mother's got one really nice",10,19_29
S0336,S2C9,1521,"they're really nice I really wanted one but they were just a little bit out of my price range like I would have had to go up nearer six which I just didn't have erm I didn't really have five <pause dur=""short"" /> me and <anon nameType=""m"" type=""name"" /> managed to like cobble the money together erm <pause dur=""short"" /> er I ended up having to like get extend my loan and all that kind of stuff but like I could not stretch to a Fiesta so I saw I looked at that one cos it was like similar kind of details like the Fiesta I looked at was a one point six but it was diesel and a similar age similar mileage et cetera et cetera erm and that one just made more financial sense so I went with that one in the end but like",141,19_29
S0362,S2C9,1522,that's an unbelievable deal,5,19_29
S0336,S2C9,1523,if you are ever looking for cars I couldn't recommend like more like aside from the fact that they they er all the cars are of a very good like price they're really good value like their people there were just so lovely like really really nice like one guy,52,19_29
S0362,S2C9,1524,you didn't feel like they were like pushing you into anything?,13,19_29
S0336,S2C9,1525,not at all like the guy I obviously test drove both cars like the whole time we were chatting and we weren't he wasn't he wasn't selling the car to me at all he was literally just like chatting to me and just sort of saying like like you know how do you feel? like what do you like? what do you not like? blah-blah-blah erm and then as we walked in he was like do you have a preference? and I'm like well I actually think the the Clio's nicer inside like cos the other one was a five-door as well I was like the three-door actually feels like roomier in front and I'm not likely to have people in the back very often so like I almost feel like it's better to have more room for me and like my one passenger than I am likely to have,161,19_29
S0362,S2C9,1526,"<vocal desc=""laugh"" /> and by the way he's big",7,19_29
S0336,S2C9,1527,yeah,1,19_29
S0362,S2C9,1528,"<vocal desc=""laugh"" />",0,19_29
S0336,S2C9,1529,"and like it was just like it was just nicer trim nicer interior cos the like the Fiesta I was looking was the lowest spec Fiesta so it was like I could either get like a decent spec Clio or like a low spec Fiesta and it was more money so I was just like I actually prefer the look of that one so erm <pause dur=""short"" /> he sat me down and he was the one that kind of like negotiated the price <pause dur=""short"" /> but even then like <pause dur=""short"" /> he he was really nice about it like he came over and he said like you know <trunc>i</trunc> like you said he offered me six fifty and I was like I know that's a really fair price cos you know I can't even unlock the back door or whatever <pause dur=""short"" /> he was like yeah and X Y Z and like listed all the other problems that it had and I'm like yeah",158,19_29
S0362,S2C9,1530,you listed it all?,5,19_29
S0336,S2C9,1531,"no he did <vocal desc=""laugh"" /> cos they'd already done a check on that car erm <pause dur=""short"" /> I knew there was problems like every time",22,19_29
S0362,S2C9,1532,"<vocal desc=""laugh"" />",0,19_29
S0336,S2C9,1533,I turned a corner like one of there's definitely like there was definitely <trunc>a</trunc> like axel problems cos like every time I turned a corner it made <unclear>flooding</unclear> noises so like I knew it was dodgy as fuck anyway erm but yeah he managed to get he managed to get me like nine hundred pound for that car so I was dead happy with that and then he went off and then like they obviously had somebody else who actually like closes it all closes the deal and like sorts all the payment and all that kind of,97,19_29
S0362,S2C9,1534,"so you came back with a new car? <vocal desc=""laugh"" />",9,19_29
S0336,S2C9,1535,"erm I could have done they wanted me to drive it away there and then but I kind of like panicked cos I was a bit like I can't <pause dur=""short"" /> I didn't really think it was very fair to <anon nameType=""m"" type=""name"" /> to like <pause dur=""short"" /> do it all without speaking to him so I kind of agreed <pause dur=""short"" /> and then I signed whatever I needed to sign and I took all the paperwork away and then I came home and spoke to <anon nameType=""m"" type=""name"" /> about it and also I needed time to like sort out my insurance and all that kind of stuff so we went back the next day then to pick it up",111,19_29
S0362,S2C9,1536,"yeah cos I bet you're thinking erm <pause dur=""short"" /> so you had to drive yours?",15,19_29
S0336,S2C9,1537,yeah so I was like,5,19_29
S0362,S2C9,1538,driving yours going this is the last fucking time,9,19_29
S0336,S2C9,1539,"yeah but I was also petrified that something was gonna go like <pause dur=""short"" /> horribly wrong",15,19_29
S0362,S2C9,1540,with your car?,4,19_29
S0336,S2C9,1541,yeah in the meantime,4,19_29
S0362,S2C9,1542,"<vocal desc=""laugh"" />",0,19_29
S0336,S2C9,1543,and I was like please just please just,8,19_29
S0362,S2C9,1544,get there,2,19_29
S0336,S2C9,1545,"get there yeah erm <pause dur=""short"" /> but yeah it was quite it was quite a nice experience in the end like I think going on my own actually ended up serving me well because they were really like almost like too sweet to me because they knew I was on my own like rather than like trying to take the piss and trying to take advantage of me being on my own",70,19_29
S0362,S2C9,1546,yeah,1,19_29
S0336,S2C9,1547,they almost saw it as like oh no good on you like like the guy who's,17,19_29
S0362,S2C9,1548,"<vocal desc=""laugh"" /> yeah",1,19_29
S0336,S2C9,1549,like the guy,3,19_29
S0362,S2C9,1550,it is I I'm thinking that right now,9,19_29
S0336,S2C9,1551,"yeah and the guy that finished the deal and took my payment and stuff he was just like you really got yourself a good deal there and I'm like yeah and he was like how did you get <anon nameType=""m"" type=""name"" /> to agree to that? and I'm just like oh I just asked nicely",55,19_29
S0362,S2C9,1552,"<vocal desc=""laugh"" />",0,19_29
S0336,S2C9,1553,"and he was like yeah I bet you did and I was like I did I just asked nicely <vocal desc=""laugh"" /> no tricks I just asked nicely erm <pause dur=""short"" /> so yeah it was quite nice",32,19_29
S0362,S2C9,1554,good effort,2,19_29
S0336,S2C9,1555,"yeah so I'm quite happy and <anon nameType=""m"" type=""name"" /> was obviously really chuffed and the car's been brilliant so far so I can't complain",25,19_29
S0362,S2C9,1556,how many miles does it have then?,8,19_29
S0336,S2C9,1557,"it has thirty <pause dur=""short"" /> thirty-eight thousand or something so not a lot at all",13,19_29
S0362,S2C9,1558,deal deal I'll tell you,6,19_29
S0336,S2C9,1559,I'm getting like seven hundred miles with it to the tank so,13,19_29
S0362,S2C9,1560,"really? seven hundred? <pause dur=""short"" /> fuck off",7,19_29
S0336,S2C9,1561,how can you get seven hundred miles like?,9,19_29
S0362,S2C9,1562,"<vocal desc=""laugh"" /> fuck off",2,19_29
S0336,S2C9,1563,yeah,1,19_29
S0362,S2C9,1564,no way,2,19_29
S0336,S2C9,1565,yeah,1,19_29
S0362,S2C9,1566,is it cos it's an eco?,8,19_29
S0336,S2C9,1567,yeah I'm getting like,5,19_29
S0362,S2C9,1568,"<vocal desc=""laugh"" />",0,19_29
S0336,S2C9,1569,I'm getting like sixty-one miles to the <trunc>gallo</trunc> to the gallon,11,19_29
S0362,S2C9,1570,"<vocal desc=""laugh"" /> I'm sorry I had to like put my head down like I was I was gonna say to you like there's no point talking about that like I was gonna say how much does it cost you to fill your tank up",46,19_29
S0336,S2C9,1571,yeah,1,19_29
S0362,S2C9,1572,like so what is it a one point six?,10,19_29
S0336,S2C9,1573,"it's a one point five <pause dur=""short"" /> diesel",7,19_29
S0362,S2C9,1574,it's a diesel?,5,19_29
S0336,S2C9,1575,yes so,2,19_29
S0362,S2C9,1576,right okay that makes it a bit more understandable then,10,19_29
S0336,S2C9,1577,yeah so my I pay I paid fifty pound to fill up my tank yesterday but I can get seven hundred miles to that,24,19_29
S0362,S2C9,1578,that is fucking er ridonculus,5,19_29
S0336,S2C9,1579,yeah so beforehand I was,5,19_29
S0362,S2C9,1580,"so you're thinking as I do <pause dur=""short"" /> when you fill it up <vocal desc=""laugh"" /> don't let it just then go and park it somewhere random",24,19_29
S0336,S2C9,1581,"no <vocal desc=""laugh"" />",1,19_29
S0362,S2C9,1582,fill up at convenient moments when you're actually gonna like use some <unclear />,15,19_29
S0336,S2C9,1583,exactly and the thing is as well like erm beforehand I was paying about forty-five pound per tank,18,19_29
S0362,S2C9,1584,yeah,1,19_29
S0336,S2C9,1585,and I was getting four hundred miles if I was lucky,11,19_29
S0362,S2C9,1586,that's fucking still good,5,19_29
S0336,S2C9,1587,so I was literally like,5,19_29
S0362,S2C9,1588,no way,2,19_29
S0336,S2C9,1589,I've literally like doubled my <trunc>ta</trunc> the amount I can do,11,19_29
S0362,S2C9,1590,"forty-five quid and you're getting <pause dur=""short"" /> four hundred miles?",10,19_29
S0336,S2C9,1591,I was getting if I was lucky out of a <trunc>h</trunc> an entire petrol tank yeah,15,19_29
S0362,S2C9,1592,what was it if you weren't lucky?,9,19_29
S0336,S2C9,1593,erm more like three thirty,5,19_29
S0362,S2C9,1594,yeah okay that's more than some of them,9,19_29
S0336,S2C9,1595,yeah,1,19_29
S0362,S2C9,1596,"yeah and <vocal desc=""laugh"" /> yeah <trunc>w</trunc> especially when you <trunc>dr</trunc> you don't drive quickly on the A14 do you?",17,19_29
S0336,S2C9,1597,"no and also like I don't do <pause dur=""short"" /> I don't do that much town driving so even in the petrol",21,19_29
S0362,S2C9,1598,yeah,1,19_29
S0336,S2C9,1599,it should be an economical journey,6,19_29
S0362,S2C9,1600,yeah,1,19_29
S0336,S2C9,1601,because I'm going,4,19_29
S0362,S2C9,1602,long distance,2,19_29
S0336,S2C9,1603,"through <anon type=""place"" /> yeah",3,19_29
S0362,S2C9,1604,yeah true I I I once got three hundred out of mine and I was absolutely overjoyed,17,19_29
S0336,S2C9,1605,really?,2,19_29
S0362,S2C9,1606,yeah I was,3,19_29
S0336,S2C9,1607,was it that bad?,5,19_29
S0362,S2C9,1608,"well forty-<trunc>fi</trunc> er forty-five quid <pause dur=""short"" /> and I got <pause dur=""short"" /> I've never got er three hundred in it before",18,19_29
S0336,S2C9,1609,no way,2,19_29
S0362,S2C9,1610,"erm well I don't drive any further than twenty minutes <pause dur=""short"" /> do I?",14,19_29
S0336,S2C9,1611,that's amazing I,4,19_29
S0362,S2C9,1612,and I think about it like when I,8,19_29
S0336,S2C9,1613,I I got I thought my Polo was like really uneconomic,11,19_29
S0362,S2C9,1614,"no that's good <pause dur=""short"" /> think about it cos <pause dur=""short"" /> when I drive I drive <vocal desc=""laugh"" /> from <anon nameType=""f"" type=""name"" />'s",16,19_29
S0336,S2C9,1615,yeah,1,19_29
S0362,S2C9,1616,"to <anon type=""place"" /> to work so I do that <pause dur=""short"" /> saturdays like when I'm coaching <anon type=""place"" /> and back <anon type=""place"" /> and back <anon type=""place"" /> and back and during the days <anon type=""place"" /> and back er or or into town and back and before I'm just starting the starting the car",47,19_29
S0336,S2C9,1617,yeah,1,19_29
S0362,S2C9,1618,"I I try to think how many times a week I start the car <pause dur=""short"" /> just to go to work <pause dur=""short"" /> cos I drive to like <anon nameType=""f"" type=""name"" />'s <trunc>par</trunc> <anon nameType=""f"" type=""name"" />'s mum's nursery and back to hers <pause dur=""short"" /> and then I go to the leisure centre and back and then I'll go to <pause dur=""short"" /> I I yeah just thinking about it and like today I've gone from <pause dur=""short"" /> mine to <anon nameType=""f"" type=""name"" />'s dad's work <pause dur=""short"" /> to pick some stuff up there to <anon type=""place"" /> stop start <unclear /> <pause dur=""short"" /> <anon type=""place"" /> to <anon type=""place"" /> to the school to out of school to <anon type=""place"" /> <pause dur=""short"" /> for an hour's break an hour's break in there <trunc>t</trunc> back in the car to <anon type=""place"" /> the the session <pause dur=""short"" /> to here <vocal desc=""laugh"" /> and then I'm gonna go <pause dur=""short"" /> oh it's fucking ridiculous oh <pause dur=""short"" /> I went to the doctor's this morning",138,19_29
S0336,S2C9,1619,"<vocal desc=""laugh"" />",0,19_29
S0362,S2C9,1620,the doctor's and back that is literally five minute journeys all the time and that's not,18,19_29
S0336,S2C9,1621,that's <unclear />,3,19_29
S0362,S2C9,1622,good for your car is it?,7,19_29
S0336,S2C9,1623,"no it's not <pause dur=""short"" /> three hundred miles my gosh I honestly like I thought four hundred and I was like",20,19_29
